sheet,collection,excel_row,sku_raw,sku_normalized,demo_alias_sku,title,dimensions,currency,retail_solid,retail_black_gloss_bi,retail_ldsp,finish_prices,on_live_demo,demo_sku_match,note
ОЛИВЕР - ЧЕРНЫЙ,Oliver,8,55-2,OL-55-2,,Банкетка большая,В.415 х Ш.970 х Гл.350,RUB,19900.0,22885.0,,,1,OL-55-2,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,9,55-1,OL-55-1,,Банкетка малая,В.440 х Ш.420 х Гл.350,RUB,14500.0,16675.0,,,1,OL-55-1,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,10,84-2,OL-84-2,,Бортик к кровати большой,В.300 х Ш.1000 х Гл. 40,RUB,7500.0,8625.0,,,0,,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,11,84-1,OL-84-1,,Бортик к кровати малый,В.300 х Ш.700 х Гл. 40,RUB,5500.0,6325.0,,,0,,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,12,57-2,OL-57-2,,Диван большой,В.932 х Ш.2010 х Гл.914,RUB,145000.0,166750.0,,,1,OL-57-2,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,13,57-1,OL-57-1,,Диван малый,В.932 х Ш.1630 х Гл.914,RUB,118000.0,135700.0,,,1,OL-57-1,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,14,57-3,OL-57-3,,Диван-кровать малый (140*190),В. 932х Ш.1630х Гл.753,RUB,125000.0,143750.0,,,1,OL-57-3,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,15,08-1,OL-08-1,,Зеркало навесное овальное,В.1000 х Ш.650 х Гл.30,RUB,19950.0,22942.5,17600.0,,1,OL-08-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,16,09-2,OL-09-2,,Зеркало напольное,В.1586 х Ш.664 х Гл.484,RUB,38900.0,44735.0,36400.0,,1,OL-09-2,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,17,86-1,OL-86-1,,Каркас для балдахина,В.190 х Ш.400 х Гл.250,RUB,5500.0,6325.0,,,0,,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,19,05-3,OL-05-3,,Комод высокий,В.1318 х Ш.760 х Гл.555,RUB,119500.0,137425.0,103700.0,,1,OL-05-3,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,20,05-1,OL-05-1,,Комод стандартный,В.812 х Ш.900 х Гл.555,RUB,89900.0,103385.0,71400.0,,1,OL-05-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,21,25-1,OL-25-1,,Комод столовый,В.940 х Ш.1686 х Гл.550,RUB,142900.0,164335.0,117000.0,,1,OL-25-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,22,05-2,OL-05-2,,Комод широкий,В.812 х Ш.1300 х Гл.555,RUB,123500.0,142025.0,103700.0,,1,OL-05-2,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,23,44-1,OL-44-1,,Консоль,В.800 х Ш.1000 х Гл.350,RUB,45900.0,52785.0,42800.0,,1,OL-44-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,24,44-2,OL-44-2,,Консоль с полками,В.940 х Ш.1260 х Гл.355,RUB,70950.0,81592.5,66900.0,,1,OL-44-2,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,25,56-1,OL-56-1,,Кресло,В.850 х Ш.810 х Гл.710,RUB,58900.0,67735.0,,,1,OL-56-1,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,26,85-1,OL-85-1,,Кроватка для новорожденного (60*120),В.1288 х Ш.740 х Дл.1310,RUB,72700.0,83605.0,,,1,OL-85-1,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,27,85-2,OL-85-2,,Кроватка приставная + матрас,В.900 х Ш.576 х Дл.965,RUB,33900.0,38985.0,,,1,OL-85-2,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,28,95-1,OL-95-1,,Кровать - трансформер (80*150) с рисунком,В.1179 х Ш.906 х Дл.1806,RUB,118000.0,135700.0,,,1,OL-95-1,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,29,95-3,OL-95-3,,Кровать - трансформер (80*150) с тканью,В.1179 х Ш.906 х Дл.1806,RUB,118700.0,136505.0,,,0,,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,30,14-1,OL-14-1,,Кровать 1-сп. (90*190),В.1150 х Ш.990 х Дл.2030,RUB,72900.0,83835.0,,,1,OL-14-1,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,31,14-2,OL-14-2,,Кровать 1-сп. (90*190) без изножья,В.1150 х Ш.990 х Дл.2030,RUB,69900.0,80385.0,,,1,OL-14-2,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,32,14-3,OL-14-3,,Кровать  1-сп. (90*190) с под механиз SINGLE,В.1150 х Ш.990 х Дл.2030,RUB,89900.0,103385.0,,,0,,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,33,15-1,OL-15-1,,"Кровать 1,5-сп. (120*190)",В.1150 х Ш.1290 х Дл.2030,RUB,98900.0,113735.0,,,1,OL-15-1,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,34,15-2,OL-15-2,,"Кровать 1,5-сп. (120*190) без изножья",В.1150 х Ш.1290 х Дл.2030,RUB,93600.0,107640.0,,,1,OL-15-2,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,35,15-3,OL-15-3,,"Кровать 1,5-сп. (120*190) с подъемн.мех-змом",В.1150 х Ш.1290 х Дл.2030,RUB,126900.0,145935.0,,,0,,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,36,16-1,OL-16-1,,"Кровать 1,5-сп. (140*190)",В.1150 х Ш.1490 х Дл.2030,RUB,113400.0,130410.0,,,1,OL-16-1,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,37,16-2,OL-16-2,,"Кровать 1,5-сп. (140*190) без изножья",В.1150 х Ш.1490 х Дл.2030,RUB,109200.0,125580.0,,,1,OL-16-2,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,38,16-3,OL-16-3,,"Кровать 1,5-сп. (140*190) с подъемн.мех",В.1150 х Ш.1490 х Дл.2030,RUB,140000.0,161000.0,,,0,,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,39,17-1,OL-17-1,,Кровать 2-сп. (160*200),В.1180 х Ш.1690 х Дл.2130,RUB,134900.0,155135.0,,,1,OL-17-1,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,40,17-2,OL-17-2,,Кровать 2-сп. (160*200) без изножья,В.1180 х Ш.1690 х Дл.2130,RUB,124800.0,143520.0,,,1,OL-17-2,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,41,17-3,OL-17-3,,Кровать 2-сп. (160*200) с подъемн.мех-змом,В.1180 х Ш.1690 х Дл.2130,RUB,160000.0,184000.0,,,1,OL-17-3,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,42,18-1,OL-18-1,,Кровать 2-сп. (180*200),В.1180 х Ш.1890 х Дл.2130,RUB,149900.0,172385.0,,,1,OL-18-1,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,43,18-2,OL-18-2,,Кровать 2-сп. (180*200) без изножья,В.1180 х Ш.1890 х Дл.2130,RUB,140400.0,161460.0,,,1,OL-18-2,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,44,69-1,OL-69-1,,Полка книжная 1-ярусная,В.473 х Ш.920 х Гл.207,RUB,14900.0,17135.0,12400.0,,1,OL-69-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,45,69-2,OL-69-2,,Полка книжная 2-ярусная,В.551 х Ш.920 х Гл.175,RUB,18000.0,20700.0,15500.0,,1,OL-69-2,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,46,69-3,OL-69-3,,Полка книжная 3-ярусная,В.789 х Ш.920 х Гл.175,RUB,22900.0,26335.0,19400.0,,1,OL-69-3,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,47,69-4,OL-69-4,,Полка книжная угловая,В.1063 х Ш.310 х Гл.310,RUB,13900.0,15985.0,11700.0,,1,OL-69-4,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,48,62-1,OL-62-1,,Стеллаж для книг,В.2110 х Ш.1030 х Гл.430,RUB,103900.0,119485.0,96800.0,,1,OL-62-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,49,62-2,OL-62-2,,Стеллаж широкий,В.1461 х Ш.1230 х Гл.434,RUB,72900.0,83835.0,59300.0,,1,OL-62-2,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,50,21-1,OL-21-1,,Стол обеденный раздвижной,В.780 х Ш.1940/2440 х Гл.1000,RUB,212000.0,243800.0,195000.0,,1,OL-21-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,51,65-1,OL-65-1,,Стол письменный 1-тумб. 0П,В.780 х Ш.1162 х Гл.600,RUB,89900.0,103385.0,65300.0,,0,,Сделали
ОЛИВЕР - ЧЕРНЫЙ,Oliver,52,65-2,OL-65-2,,Стол письменный 1-тумб. П0,В.780 х Ш.1162 х Гл.600,RUB,89900.0,103385.0,65300.0,,0,,Сделали
ОЛИВЕР - ЧЕРНЫЙ,Oliver,53,66-1,OL-66-1,,Стол письменный 2-тумб. ПП,В.780 х Ш.1560 х Гл.700,RUB,131900.0,151685.0,105300.0,,1,OL-66-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,54,66-4,OL-66-4,,Стол кабинетный письменный 2-тумб. ПП,В.780 х Ш.1560 х Гл.720,RUB,152600.0,175490.0,108000.0,,1,OL-66-4,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,55,67-1,OL-67-1,,Стол рабочий,В.790 х Ш.1100 х Гл.600,RUB,69900.0,80385.0,65000.0,,1,OL-67-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,56,64-1,OL-64-1,,Стол-бюро,В.1285 х Ш.1560 х Гл.705,RUB,188900.0,217235.0,163100.0,,1,OL-64-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,57,83-1,OL-83-1,,Столешница пеленальная съемная,В.180 х Ш.881 х Гл.750,RUB,14950.0,17192.5,10400.0,,0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,58,81-1,OL-81-1,,Столик  детский,В.570 х Ш.780 х Гл.580,RUB,39900.0,45885.0,,,1,OL-81-1,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,59,06-1,OL-06-1,,Столик  туалетный с зеркалом,В.1434 х Ш.1130 х Гл.440,RUB,81950.0,94242.5,65000.0,,1,OL-06-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,60,43-1,OL-43-1,,Столик чайный  круглый,В.750 х Ш.600 х Гл.600,RUB,19950.0,22942.5,21000.0,,1,OL-43-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,61,23-1,OL-23-1,,Стул,В.905 х Ш.480 х Гл.460,RUB,27900.0,32085.0,,,1,OL-23-1,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,62,82-1,OL-82-1,,Стульчик  детский,В.714 х Ш.300 х Гл.310,RUB,14300.0,16445.0,,,1,OL-82-1,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,63,07-1,OL-07-1,,Сундук,В.548 х Ш.820 х Гл.450,RUB,39900.0,45885.0,34300.0,,1,OL-07-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,64,42-1,OL-42-1,,Тумба для телевизора,В.530 х Ш.1220 х Гл.470,RUB,55950.0,64342.5,46700.0,,1,OL-42-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,65,08-1,OL-08-1,,Тумбочка прикроватная,В.650 х Ш.500 х Гл.455,RUB,34950.0,40192.5,32500.0,,1,OL-08-1,Сделали
ОЛИВЕР - ЧЕРНЫЙ,Oliver,66,08-2,OL-08-2,,Тумбочка прикроватная  с дверкой (руч.лев/пр),В.650 х Ш.500 х Гл.455,RUB,39950.0,45942.5,36400.0,,1,OL-08-2,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,68,30-1,OL-30-1,,Часы,В.416 х Ш.299 х Гл.36,RUB,9950.0,11442.5,,,1,OL-30-1,НЕТ
ОЛИВЕР - ЧЕРНЫЙ,Oliver,69,26-1,OL-26-1,,Шкаф буфетный со стеклом/филенгками.,В.2110 х Ш.1000 х Гл.520,RUB,150650.0,173247.5,116900.0,,1,OL-26-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,70,26-2,OL-26-2,,Шкаф-витрина,В.2110*Ш.1030*Гл.430,RUB,159900.0,183885.0,129700.0,,1,OL-26-2,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,71,01-2,OL-01-2,,Шкаф для одежды 1-дв. с зеркалом  (руч.лев/пр),В.2110 х Ш.814 х Гл.540,RUB,111900.0,128685.0,68600.0,,1,OL-01-2,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,72,02-1,OL-02-1,,Шкаф для одежды 2-дв.,В.2110 х Ш.1230 х Гл.540,RUB,157900.0,181585.0,97300.0,,1,OL-02-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,73,03-1,OL-03-1,,Шкаф для одежды 3-дв.,В.2346 х Ш.1790 х Гл.642,RUB,258900.0,297735.0,130400.0,,1,OL-03-1,Сделали
ОЛИВЕР - ЧЕРНЫЙ,Oliver,74,61-2,OL-61-2,,Шкаф кабинетный,В.1120 х Ш.2180 х Гл.430,RUB,121900.0,140185.0,97700.0,,1,OL-61-2,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,75,61-1,OL-61-1,,Шкаф книжный со стеклом,В.2110 х Ш.1030 х Гл.430,RUB,137900.0,158585.0,97300.0,,1,OL-61-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,76,00-1,OL-00-1,,Шкаф угловой  (руч.лев/пр),В.2062 х Ш.672 х Гл.672,RUB,119900.0,137885.0,91200.0,,1,OL-00-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,77,68-2,OL-68-2,,Этажерка большая 6 полок,В.1978 х Ш.850 х Гл.320,RUB,48900.0,56235.0,,,1,OL-68-2,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ОЛИВЕР - ЧЕРНЫЙ,Oliver,78,68-1,OL-68-1,,Этажерка малая 3 полки,В.913 х Ш.850 х Гл.320,RUB,24900.0,28635.0,,,1,OL-68-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ГРИНВИЧ,Greenwich,7,GR-09-1,GR-09-1,,Зеркало навесное,В.1000 х Ш.650 х Гл.30,RUB,28400.0,,0.0,,1,GR-09-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ГРИНВИЧ,Greenwich,8,GR-05-1,GR-05-1,,Комод,В.630 х Ш.1244 х Гл.512,RUB,109500.0,,0.0,,1,GR-05-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ГРИНВИЧ,Greenwich,9,GR-44-1,GR-44-1,,Консоль,В.900 х Ш.1193 х Гл.320,RUB,45900.0,,0.0,,1,GR-44-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ГРИНВИЧ,Greenwich,10,GR-67-1,GR-67-1,,Рабочий стол,В.780 х Ш.1203 х Гл.620,RUB,77650.0,,36800.0,,1,GR-67-1,
ГРИНВИЧ,Greenwich,11,GR-42-1,GR-42-1,,Тумба ТВ,В.460 х Ш.1600 х Гл.460,RUB,68800.0,,0.0,,1,GR-42-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ГРИНВИЧ,Greenwich,12,GR-08-1,GR-08-1,,Прикроватная тумба с 2 ящиками,В.532 х Ш.664 х Гл.460,RUB,36500.0,,0.0,,1,GR-08-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ГРИНВИЧ,Greenwich,13,GR-08-2,GR-08-2,,Прикроватная тумба с 1 ящиком,В.532 х Ш.664 х Гл.460,RUB,31200.0,,0.0,,1,GR-08-2,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ГРИНВИЧ,Greenwich,14,GR-26-1,GR-26-1,,Шкаф-витрина Кристалл,В.2100 х Ш.988 х Гл.430,RUB,146650.0,,0.0,,1,GR-26-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ГРИНВИЧ,Greenwich,15,GR-02-1,GR-02-1,,Гардероб 2 -х дв.  с ящиками,В.2100 х Ш.1193 х Гл.520,RUB,169200.0,,0.0,,1,GR-02-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ГРИНВИЧ,Greenwich,16,GR-02-2,GR-02-2,,Гардероб 2-дв.,В.2100 х Ш.1193 х Гл.520,RUB,167450.0,,0.0,,1,GR-02-2,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ГРИНВИЧ,Greenwich,17,GR-09-1,GR-09-1,,Кровать  1-сп. (90*200),В.1050 х Ш.1030 х Дл.2207,RUB,71900.0,,0.0,,1,GR-09-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ГРИНВИЧ,Greenwich,18,GR-12-1,GR-12-1,,"Кровать  1,5-сп. (120*200)",В.1050 х Ш.1330 х Дл.2207,RUB,81100.0,,0.0,,1,GR-12-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ГРИНВИЧ,Greenwich,19,GR-14-1,GR-14-1,,"Кровать  1,5-сп. (140*200)",В.1050 х Ш.1530 х Дл.2207,RUB,89700.0,,0.0,,1,GR-14-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ГРИНВИЧ,Greenwich,20,GR-16-1,GR-16-1,,Кровать  2-сп. (160*200),В.1050 х Ш.1730 хДл. 2207,RUB,94000.0,,0.0,,1,GR-16-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
ГРИНВИЧ,Greenwich,21,GR-18-1,GR-18-1,,Кровать  2-сп. (180*200),В.1050х Ш.1930хДл.2207,RUB,110400.0,,0.0,,1,GR-18-1,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
МОНЧЕЛСИ,Monchelsea,12,MNm-55-1,MNM-55-1,,Банкетка малая,В.460 х Ш.470 х Гл.390,RUB,10340.0,,,,0,,НЕТ
МОНЧЕЛСИ,Monchelsea,13,MNm-57-3,MNM-57-3,,Диван с выкатной кроватью,В.1060 х Ш.2110 х Гл.982,RUB,120780.0,,92700.0,,0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
МОНЧЕЛСИ,Monchelsea,14,MNm-09-1,MNM-09-1,,Зеркало навесное,В.700 х Ш.1136 х Гл.22,RUB,18810.0,,14500.0,,0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
МОНЧЕЛСИ,Monchelsea,15,MNm-09-2,MNM-09-2,,Зеркало напольное,В.1750 х Ш.600 х Гл.450,RUB,43120.0,,33100.0,,0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
МОНЧЕЛСИ,Monchelsea,16,MNm-09-3,MNM-09-3,,Зеркало настольное,В. 756 х Ш. 556 х Гл.340,RUB,14080.0,,,,0,,НЕТ
МОНЧЕЛСИ,Monchelsea,17,MNm-05-3,MNM-05-3,,Комод высокий,В.1494 х Ш.602 х Гл.574,RUB,99330.0,,129200.0,,0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
МОНЧЕЛСИ,Monchelsea,18,MNm-05-2,MNM-05-2,,Комод широкий,В.828 х Ш.1154 х Гл.574,RUB,98670.0,,75800.0,,0,,Сделали
МОНЧЕЛСИ,Monchelsea,19,MNm-05-4,MNM-05-4,,Комод с зеркалом,В.924/1404*Ш.1506*Гл.507,RUB,162580.0,,124700.0,,0,,ЦЕНА ПО ЗАПРОСУ НЕТ РАЗРАБОТОК и ЧЕРТЕЖЕЙ В ЛДСП
МОНЧЕЛСИ,Monchelsea,20,MNm-15-1,MNM-15-1,,"Кровать 1,5-сп. (120*190)",В.1060 х Ш.1410 х Дл.2030,RUB,79310.0,,,,0,,НЕТ
МОНЧЕЛСИ,Monchelsea,21,MNm-15-2,MNM-15-2,,"Кровать 1,5-сп. (120*190) без изножья",В.1060 х Ш.1410 х Дл.2030,RUB,73040.0,,,,0,,НЕТ
МОНЧЕЛСИ,Monchelsea,22,MNm-15-3,MNM-15-3,,"Кровать 1,5-сп. (120*190) с подъем мех",В.1060 х Ш.1410 х Дл.2030,RUB,104610.0,,,,0,,НЕТ
МОНЧЕЛСИ,Monchelsea,23,MNm-16-1,MNM-16-1,,"Кровать 1,5-сп. (140*190)",В.1060 х Ш.1610 х Дл.2030,RUB,93940.0,,,,0,,НЕТ
МОНЧЕЛСИ,Monchelsea,24,MNm-16-2,MNM-16-2,,"Кровать 1,5-сп. (140*190) без изножья",В.1060 х Ш.1610 х Дл.2030,RUB,87010.0,,,,0,,НЕТ
МОНЧЕЛСИ,Monchelsea,25,MNm-16-3,MNM-16-3,,"Кровать 1,5-сп. (140*190) с подъем мех",В.1060 х Ш.1596 х Дл.1997,RUB,111210.0,,,,0,,НЕТ
МОНЧЕЛСИ,Monchelsea,26,MNm-14-1,MNM-14-1,,Кровать 1-сп. (90*190),В.1050 х Ш.1110 х Дл.2030,RUB,68530.0,,,,0,,НЕТ
